studyName,Date,Time GMT,Island,Colony,Adults,Chicks
PAL1213,2013-01-24,1015,CHR,6.0,12,2
PAL1213,2013-01-24,1015,CHR,7.1,0,0
PAL1213,2013-01-24,1015,CHR,7.2,0,0
PAL1213,2013-01-24,1015,CHR,8.0,27,16
PAL1213,2013-01-24,1015,CHR,9.1,22,7
PAL1213,2013-01-24,1015,CHR,10.0,0,0
PAL1213,2013-01-24,1015,CHR,11.0,0,0
PAL1213,2013-01-24,1100,COR,1.0,0,0
PAL1213,2013-01-24,1100,COR,2.0,28,22
PAL1213,2013-01-24,1100,COR,3.0,27,13
PAL1213,2013-01-24,1100,COR,4.0,0,0
PAL1213,2013-01-24,1100,COR,5.0,0,0
PAL1213,2013-01-24,1100,COR,5.1,35,24
PAL1213,2013-01-24,1100,COR,6.0,0,0
PAL1213,2013-01-26,1015,CHR,7.0,141,95
PAL1213,2013-01-26,1320,HUM,1.1,0,0
PAL1213,2013-01-26,1320,HUM,1.2,0,0
PAL1213,2013-01-26,1320,HUM,1.3,0,0
PAL1213,2013-01-26,1320,HUM,2.1,25,23
PAL1213,2013-01-26,1320,HUM,2.2,30,30
PAL1213,2013-01-26,1320,HUM,3.0,52,78
PAL1213,2013-01-26,1320,HUM,3.1,0,0
PAL1213,2013-01-26,1320,HUM,4.0,0,0
PAL1213,2013-01-26,1320,HUM,5.0,13,9
PAL1213,2013-01-26,1300,LIT,1.0,0,0
PAL1213,2013-01-26,1300,LIT,2.0,0,0
PAL1213,2013-01-26,1300,LIT,3.0,0,0
PAL1213,2013-01-26,1300,LIT,4.0,0,0
PAL1213,2013-01-26,1300,LIT,5.0,0,0
PAL1213,2013-01-26,1300,LIT,6.0,0,0
PAL1213,2013-01-26,1300,LIT,7.0,0,0
PAL1213,2013-01-26,1300,LIT,8.0,0,0
PAL1213,2013-01-26,1300,LIT,9.0,0,0
PAL1213,2013-01-26,1530,TOR,1.0,0,0
PAL1213,2013-01-26,1530,TOR,2.0,0,0
PAL1213,2013-01-26,1530,TOR,3.0,0,0
PAL1213,2013-01-26,1530,TOR,4.0,4,1
PAL1213,2013-01-26,1530,TOR,5.0,0,0
PAL1213,2013-01-26,1530,TOR,12.0,0,0
PAL1213,2013-01-26,1530,TOR,13.0,0,0
PAL1213,2013-01-26,1530,TOR,15.0,0,0
PAL1213,2013-01-26,1530,TOR,17.0,0,0
PAL1213,2013-01-26,1530,TOR,18.0,6,1
PAL1213,2013-01-26,1530,TOR,19.0,74,35
PAL1213,2013-01-26,1530,TOR,20.0,36,17
PAL1213,2013-01-26,1530,TOR,21.0,0,0
PAL1213,2013-01-26,1530,TOR,22.0,0,0
PAL1213,2013-01-26,1530,TOR,23.0,0,0
PAL1213,2013-01-26,1530,TOR,23.1,0,0
PAL1314,2014-01-24,,HUM,2.1,23,16
PAL1314,2014-01-24,,HUM,2.2,32,33
PAL1314,2014-01-24,,HUM,3.0,60,88
PAL1314,2014-01-24,,HUM,3.1,0,0
PAL1314,2014-01-24,,HUM,4.0,0,0
PAL1314,2014-01-24,,HUM,5.0,9,9
PAL1314,2014-01-24,,LIT,1.0,0,0
PAL1314,2014-01-24,,LIT,2.0,0,0
PAL1314,2014-01-24,,LIT,3.0,0,0
PAL1314,2014-01-24,,LIT,4.0,0,0
PAL1314,2014-01-24,,LIT,5.0,0,0
PAL1314,2014-01-24,,LIT,6.0,0,0
PAL1314,2014-01-24,,LIT,7.0,0,0
PAL1314,2014-01-24,,LIT,8.0,0,0
PAL1314,2014-01-24,,LIT,9.0,0,0
PAL1314,2014-01-25,,CHR,1.0,0,0
PAL1314,2014-01-25,,CHR,2.0,0,0
PAL1314,2014-01-25,,CHR,3.0,0,0
PAL1314,2014-01-25,,CHR,4.1,0,0
PAL1314,2014-01-25,,CHR,5.0,0,0
PAL1314,2014-01-25,,CHR,6.0,0,0
PAL1314,2014-01-25,,CHR,7.0,149,40
PAL1314,2014-01-25,,CHR,7.1,0,0
PAL1314,2014-01-25,,CHR,7.2,0,0
PAL1314,2014-01-25,,CHR,8.0,0,0
PAL1314,2014-01-25,,CHR,9.1,0,0
PAL1314,2014-01-25,,CHR,10.0,0,0
PAL1314,2014-01-25,,CHR,11.0,0,0
PAL1314,2014-01-25,,COR,1.0,0,0
PAL1314,2014-01-25,,COR,2.0,23,15
PAL1314,2014-01-25,,COR,3.0,19,13
PAL1314,2014-01-25,,COR,4.0,0,0
PAL1314,2014-01-25,,COR,5.0,0,0
PAL1314,2014-01-25,,COR,5.1,34,17
PAL1314,2014-01-25,,COR,6.0,0,0
PAL1314,2014-01-25,,HUM,1.1,0,0
PAL1314,2014-01-25,,HUM,1.2,0,0
PAL1314,2014-01-25,,HUM,1.3,0,0
PAL1314,2014-01-25,,TOR,1.0,0,0
PAL1314,2014-01-25,,TOR,2.0,0,0
PAL1314,2014-01-25,,TOR,3.0,0,0
PAL1314,2014-01-25,,TOR,4.0,0,0
PAL1314,2014-01-25,,TOR,5.0,0,0
PAL1314,2014-01-25,,TOR,12.0,0,0
PAL1314,2014-01-25,,TOR,13.0,0,0
PAL1314,2014-01-25,,TOR,15.0,0,0
PAL1314,2014-01-25,,TOR,17.0,0,0
PAL1314,2014-01-25,,TOR,18.0,0,0
PAL1314,2014-01-25,,TOR,19.0,110,28
PAL1314,2014-01-25,,TOR,20.0,34,20
PAL1314,2014-01-25,,TOR,21.0,0,0
PAL1314,2014-01-25,,TOR,22.0,0,0
PAL1314,2014-01-25,,TOR,23.0,0,0
PAL1314,2014-01-25,,TOR,23.1,0,0
PAL1415,2015-01-30,,CHR,1.0,0,0
PAL1415,2015-01-30,,CHR,2.0,0,0
PAL1415,2015-01-30,,CHR,3.0,0,0
PAL1415,2015-01-30,,CHR,5.0,0,0
PAL1415,2015-01-30,,CHR,6.0,0,0
PAL1415,2015-01-30,,CHR,7.0,80,5
PAL1415,2015-01-30,,CHR,7.1,0,0
PAL1415,2015-01-30,,CHR,7.2,0,0
PAL1415,2015-01-30,,CHR,8.0,0,0
PAL1415,2015-01-30,,CHR,9.1,0,0
PAL1415,2015-01-30,,CHR,10.0,0,0
PAL1415,2015-01-30,,CHR,11.0,0,0
PAL1415,2015-01-30,,COR,1.0,0,0
PAL1415,2015-01-30,,COR,2.0,21,10
PAL1415,2015-01-30,,COR,3.0,13,16
PAL1415,2015-01-30,,COR,4.0,0,0
PAL1415,2015-01-30,,COR,5.0,0,0
PAL1415,2015-01-30,,COR,5.1,32,15
PAL1415,2015-01-30,,COR,6.0,0,0
PAL1415,2015-01-30,,HUM,1.1,0,0
PAL1415,2015-01-30,,HUM,1.2,0,0
PAL1415,2015-01-30,,HUM,1.3,0,0
PAL1415,2015-01-30,,HUM,2.1,4,14
PAL1415,2015-01-30,,HUM,2.2,16,33
PAL1415,2015-01-30,,HUM,3.0,14,63
PAL1415,2015-01-30,,HUM,3.1,0,0
PAL1415,2015-01-30,,HUM,4.0,0,0
PAL1415,2015-01-30,,HUM,5.0,5,5
PAL1415,2015-01-30,,LIT,1.0,0,0
PAL1415,2015-01-30,,LIT,2.0,0,0
PAL1415,2015-01-30,,LIT,3.0,0,0
PAL1415,2015-01-30,,LIT,4.0,0,0
PAL1415,2015-01-30,,LIT,5.0,0,0
PAL1415,2015-01-30,,LIT,6.0,0,0
PAL1415,2015-01-30,,LIT,7.0,0,0
PAL1415,2015-01-30,,LIT,8.0,0,0
PAL1415,2015-01-30,,LIT,9.0,0,0
PAL1415,2015-01-30,,TOR,1.0,0,0
PAL1415,2015-01-30,,TOR,2.0,0,0
PAL1415,2015-01-30,,TOR,3.0,0,0
PAL1415,2015-01-30,,TOR,4.0,0,0
PAL1415,2015-01-30,,TOR,5.0,0,0
PAL1415,2015-01-30,,TOR,12.0,0,0
PAL1415,2015-01-30,,TOR,13.0,0,0
PAL1415,2015-01-30,,TOR,15.0,0,0
PAL1415,2015-01-30,,TOR,17.0,0,0
PAL1415,2015-01-30,,TOR,18.0,0,0
PAL1415,2015-01-30,,TOR,19.0,41,2
PAL1415,2015-01-30,,TOR,20.0,21,19
PAL1415,2015-01-30,,TOR,21.0,0,0
PAL1415,2015-01-30,,TOR,22.0,0,0
PAL1415,2015-01-30,,TOR,23.0,0,0
PAL1415,2015-01-30,,TOR,23.1,0,0
PAL1516,2016-01-24,,CHR,1.0,0,0
PAL1516,2016-01-24,,CHR,2.0,0,0
PAL1516,2016-01-24,,CHR,3.0,0,0
PAL1516,2016-01-24,,CHR,4.1,0,0
PAL1516,2016-01-24,,CHR,5.0,0,0
PAL1516,2016-01-24,,CHR,6.0,0,0
PAL1516,2016-01-24,,CHR,7.0,73,11
PAL1516,2016-01-24,,CHR,7.1,0,0
PAL1516,2016-01-24,,CHR,7.2,0,0
PAL1516,2016-01-24,,CHR,8.0,0,0
PAL1516,2016-01-24,,CHR,9.1,0,0
PAL1516,2016-01-24,,CHR,10.0,0,0
PAL1516,2016-01-24,,CHR,11.0,0,0
PAL1516,2016-01-24,,COR,1.0,0,0
PAL1516,2016-01-24,,COR,2.0,17,8
PAL1516,2016-01-24,,COR,3.0,19,8
PAL1516,2016-01-24,,COR,4.0,0,0
PAL1516,2016-01-24,,COR,5.0,0,0
PAL1516,2016-01-24,,COR,5.1,21,5
PAL1516,2016-01-24,,COR,6.0,0,0
PAL1516,2016-01-31,,HUM,1.1,0,0
PAL1516,2016-01-31,,HUM,1.2,0,0
PAL1516,2016-01-31,,HUM,1.3,0,0
PAL1516,2016-01-31,,HUM,2.1,0,25
PAL1516,2016-01-31,,HUM,2.2,5,24
PAL1516,2016-01-31,,HUM,3.0,22,43
PAL1516,2016-01-31,,HUM,3.1,0,0
PAL1516,2016-01-31,,HUM,4.0,0,0
PAL1516,2016-01-31,,HUM,5.0,3,0
PAL1516,2016-01-31,,LIT,1.0,0,0
PAL1516,2016-01-31,,LIT,2.0,0,0
PAL1516,2016-01-31,,LIT,3.0,0,0
PAL1516,2016-01-31,,LIT,4.0,0,0
PAL1516,2016-01-31,,LIT,5.0,0,0
PAL1516,2016-01-31,,LIT,6.0,0,0
PAL1516,2016-01-31,,LIT,7.0,0,0
PAL1516,2016-01-31,,LIT,8.0,0,0
PAL1516,2016-01-31,,LIT,9.0,0,0
PAL1516,2016-01-31,,TOR,1.0,0,0
PAL1516,2016-01-31,,TOR,2.0,0,0
PAL1516,2016-01-31,,TOR,3.0,0,0
PAL1516,2016-01-31,,TOR,4.0,0,0
PAL1516,2016-01-31,,TOR,5.0,0,0
PAL1516,2016-01-31,,TOR,12.0,0,0
PAL1516,2016-01-31,,TOR,13.0,0,0
PAL1516,2016-01-31,,TOR,15.0,0,0
PAL1516,2016-01-31,,TOR,17.0,0,0
PAL1516,2016-01-31,,TOR,18.0,0,0
PAL1516,2016-01-31,,TOR,19.0,27,0
PAL1516,2016-01-31,,TOR,20.0,21,1
PAL1516,2016-01-31,,TOR,21.0,0,0
PAL1516,2016-01-31,,TOR,22.0,0,0
PAL1516,2016-01-31,,TOR,23.0,0,0
PAL1516,2016-01-31,,TOR,23.1,0,0
PAL1617,2017-01-22,,CHR,1.0,0,0
PAL1617,2017-01-22,,CHR,2.0,0,0
PAL1617,2017-01-22,,CHR,3.0,0,0
PAL1617,2017-01-22,,CHR,4.1,0,0
PAL1617,2017-01-22,,CHR,5.0,0,0
PAL1617,2017-01-22,,CHR,6.0,0,0
PAL1617,2017-01-22,,CHR,7.0,7,3
PAL1617,2017-01-22,,CHR,7.1,0,0
PAL1617,2017-01-22,,CHR,7.2,0,0
PAL1617,2017-01-22,,CHR,8.0,0,0
PAL1617,2017-01-22,,CHR,9.1,0,0
PAL1617,2017-01-22,,CHR,10.0,0,0
PAL1617,2017-01-22,,CHR,11.0,0,0
PAL1617,2017-01-22,,COR,1.0,0,0
PAL1617,2017-01-22,,COR,2.0,17,6
PAL1617,2017-01-22,,COR,3.0,15,4
PAL1617,2017-01-22,,COR,4.0,0,0
PAL1617,2017-01-22,,COR,5.0,0,0
PAL1617,2017-01-22,,COR,5.1,9,7
PAL1617,2017-01-22,,COR,6.0,0,0
PAL1617,2017-01-28,,HUM,1.1,0,0
PAL1617,2017-01-28,,HUM,1.2,0,0
PAL1617,2017-01-28,,HUM,1.3,0,0
PAL1617,2017-01-28,,HUM,2.1,9,11
PAL1617,2017-01-28,,HUM,2.2,19,28
PAL1617,2017-01-28,,HUM,3.0,31,53
PAL1617,2017-01-28,,HUM,3.1,0,0
PAL1617,2017-01-28,,HUM,4.0,0,0
PAL1617,2017-01-28,,HUM,5.0,0,0
PAL1617,2017-01-28,,LIT,1.0,0,0
PAL1617,2017-01-28,,LIT,2.0,0,0
PAL1617,2017-01-28,,LIT,3.0,0,0
PAL1617,2017-01-28,,LIT,4.0,0,0
PAL1617,2017-01-28,,LIT,5.0,0,0
PAL1617,2017-01-28,,LIT,6.0,0,0
PAL1617,2017-01-28,,LIT,7.0,0,0
PAL1617,2017-01-28,,LIT,8.0,0,0
PAL1617,2017-01-28,,LIT,9.0,0,0
PAL1617,2017-01-28,,TOR,1.0,0,0
PAL1617,2017-01-28,,TOR,2.0,0,0
PAL1617,2017-01-28,,TOR,3.0,0,0
PAL1617,2017-01-28,,TOR,4.0,0,0
PAL1617,2017-01-28,,TOR,5.0,0,0
PAL1617,2017-01-28,,TOR,12.0,0,0
PAL1617,2017-01-28,,TOR,13.0,0,0
PAL1617,2017-01-28,,TOR,15.0,0,0
PAL1617,2017-01-28,,TOR,17.0,0,0
PAL1617,2017-01-28,,TOR,18.0,0,0
PAL1617,2017-01-28,,TOR,19.0,21,1
PAL1617,2017-01-28,,TOR,20.0,15,5
PAL1617,2017-01-28,,TOR,21.0,0,0
PAL1617,2017-01-28,,TOR,22.0,0,0
PAL1617,2017-01-28,,TOR,23.0,0,0
PAL1617,2017-01-28,,TOR,23.1,0,0
PAL1718,2018-01-27,,CHR,1.0,0,0
PAL1718,2018-01-27,,CHR,2.0,0,0
PAL1718,2018-01-27,,CHR,3.0,0,0
PAL1718,2018-01-27,,CHR,4.1,0,0
PAL1718,2018-01-27,,CHR,5.0,0,0
PAL1718,2018-01-27,,CHR,6.0,0,0
PAL1718,2018-01-27,,CHR,7.0,22,26
PAL1718,2018-01-27,,CHR,7.1,0,0
PAL1718,2018-01-27,,CHR,7.2,0,0
PAL1718,2018-01-27,,CHR,8.0,0,0
PAL1718,2018-01-27,,CHR,9.1,0,0
PAL1718,2018-01-27,,CHR,10.0,0,0
PAL1718,2018-01-27,,CHR,11.0,0,0
PAL1718,2018-01-27,,COR,1.0,0,0
PAL1718,2018-01-27,,COR,2.0,13,9
PAL1718,2018-01-27,,COR,3.0,13,5
PAL1718,2018-01-27,,COR,4.0,0,0
PAL1718,2018-01-27,,COR,5.0,0,0
PAL1718,2018-01-27,,COR,5.1,10,8
PAL1718,2018-01-27,,COR,6.0,0,0
PAL1718,2018-01-27,,HUM,1.1,0,0
PAL1718,2018-01-27,,HUM,1.2,0,0
PAL1718,2018-01-27,,HUM,1.3,0,0
PAL1718,2018-01-27,,HUM,2.1,8,4
PAL1718,2018-01-27,,HUM,2.2,17,20
PAL1718,2018-01-27,,HUM,3.0,34,49
PAL1718,2018-01-27,,HUM,3.1,0,0
PAL1718,2018-01-27,,HUM,4.0,0,0
PAL1718,2018-01-27,,HUM,5.0,0,0
PAL1718,2018-01-27,,LIT,1.0,0,0
PAL1718,2018-01-27,,LIT,2.0,0,0
PAL1718,2018-01-27,,LIT,3.0,0,0
PAL1718,2018-01-27,,LIT,4.0,0,0
PAL1718,2018-01-27,,LIT,5.0,0,0
PAL1718,2018-01-27,,LIT,6.0,0,0
PAL1718,2018-01-27,,LIT,7.0,0,0
PAL1718,2018-01-27,,LIT,8.0,0,0
PAL1718,2018-01-27,,LIT,9.0,0,0
PAL1718,2018-01-27,,TOR,1.0,0,0
PAL1718,2018-01-27,,TOR,2.0,0,0
PAL1718,2018-01-27,,TOR,3.0,0,0
PAL1718,2018-01-27,,TOR,4.0,0,0
PAL1718,2018-01-27,,TOR,5.0,0,0
PAL1718,2018-01-27,,TOR,12.0,0,0
PAL1718,2018-01-27,,TOR,13.0,0,0
PAL1718,2018-01-27,,TOR,15.0,0,0
PAL1718,2018-01-27,,TOR,17.0,0,0
PAL1718,2018-01-27,,TOR,18.0,0,0
PAL1718,2018-01-27,,TOR,19.0,7,1
PAL1718,2018-01-27,,TOR,20.0,14,0
PAL1718,2018-01-27,,TOR,21.0,0,0
PAL1718,2018-01-27,,TOR,22.0,0,0
PAL1718,2018-01-27,,TOR,23.0,0,0
PAL1718,2018-01-27,,TOR,23.1,0,0
PAL1819,2019-01-17,,CHR,1.0,0,0
PAL1819,2019-01-17,,CHR,2.0,0,0
PAL1819,2019-01-17,,CHR,3.0,0,0
PAL1819,2019-01-17,,CHR,4.1,0,0
PAL1819,2019-01-17,,CHR,5.0,0,0
PAL1819,2019-01-17,,CHR,6.0,0,0
PAL1819,2019-01-17,,CHR,7.0,33,21
PAL1819,2019-01-17,,CHR,7.1,0,0
PAL1819,2019-01-17,,CHR,7.2,0,0
PAL1819,2019-01-17,,CHR,8.0,0,0
PAL1819,2019-01-17,,CHR,9.1,0,0
PAL1819,2019-01-17,,CHR,10.0,0,0
PAL1819,2019-01-17,,CHR,11.0,0,0
PAL1819,2019-01-17,,COR,1.0,0,0
PAL1819,2019-01-17,,COR,2.0,12,5
PAL1819,2019-01-17,,COR,3.0,13,3
PAL1819,2019-01-17,,COR,4.0,0,0
PAL1819,2019-01-17,,COR,5.0,0,0
PAL1819,2019-01-17,,COR,5.1,11,5
PAL1819,2019-01-17,,COR,6.0,0,0
PAL1819,2019-01-17,,HUM,1.1,0,0
PAL1819,2019-01-17,,HUM,1.2,0,0
PAL1819,2019-01-17,,HUM,1.3,0,0
PAL1819,2019-01-17,,HUM,2.1,7,4
PAL1819,2019-01-17,,HUM,2.2,28,13
PAL1819,2019-01-17,,HUM,3.0,43,33
PAL1819,2019-01-17,,HUM,3.1,0,0
PAL1819,2019-01-17,,HUM,4.0,0,0
PAL1819,2019-01-17,,HUM,5.0,0,0
PAL1819,2019-01-17,,LIT,1.0,0,0
PAL1819,2019-01-17,,LIT,2.0,0,0
PAL1819,2019-01-17,,LIT,3.0,0,0
PAL1819,2019-01-17,,LIT,4.0,0,0
PAL1819,2019-01-17,,LIT,5.0,0,0
PAL1819,2019-01-17,,LIT,6.0,0,0
PAL1819,2019-01-17,,LIT,7.0,0,0
PAL1819,2019-01-17,,LIT,8.0,0,0
PAL1819,2019-01-17,,LIT,9.0,0,0
PAL1819,2019-01-17,,TOR,1.0,0,0
PAL1819,2019-01-17,,TOR,2.0,0,0
PAL1819,2019-01-17,,TOR,3.0,0,0
PAL1819,2019-01-17,,TOR,4.0,0,0
PAL1819,2019-01-17,,TOR,5.0,0,0
PAL1819,2019-01-17,,TOR,12.0,0,0
PAL1819,2019-01-17,,TOR,19.0,0,0
PAL1819,2019-01-17,,TOR,20.0,0,0
PAL1819,2019-01-17,,TOR,21.0,0,0
PAL1819,2019-01-17,,TOR,22.0,0,0
PAL1819,2019-01-17,,TOR,23.0,0,0
PAL1819,2019-01-17,,TOR,23.1,0,0
PAL1819,2019-01-21,,TOR,13.0,0,0
PAL1819,2019-01-21,,TOR,15.0,0,0
PAL1819,2019-01-21,,TOR,17.0,0,0
PAL1819,2019-01-21,,TOR,18.0,0,0
PAL1920,2020-01-19,,HUM,2.1,5,0
PAL1920,2020-01-19,,HUM,2.2,16,11
PAL1920,2020-01-19,,HUM,3.0,31,30
PAL1920,2020-01-19,,HUM,3.1,0,0
PAL1920,2020-01-19,,HUM,4.0,0,0
PAL1920,2020-01-19,,HUM,5.0,0,0
PAL1920,2020-01-19,,LIT,1.0,0,0
PAL1920,2020-01-19,,LIT,2.0,0,0
PAL1920,2020-01-19,,LIT,3.0,0,0
PAL1920,2020-01-19,,LIT,4.0,0,0
PAL1920,2020-01-19,,LIT,5.0,0,0
PAL1920,2020-01-19,,LIT,6.0,0,0
PAL1920,2020-01-19,,LIT,7.0,0,0
PAL1920,2020-01-19,,LIT,8.0,0,0
PAL1920,2020-01-19,,LIT,9.0,0,0
PAL1920,2020-01-20,,HUM,1.1,0,0
PAL1920,2020-01-20,,HUM,1.2,0,0
PAL1920,2020-01-20,,HUM,1.3,0,0
PAL1920,2020-01-25,,CHR,1.0,0,0
PAL1920,2020-01-25,,CHR,2.0,0,0
PAL1920,2020-01-25,,CHR,3.0,0,0
PAL1920,2020-01-25,,CHR,4.1,0,0
PAL1920,2020-01-25,,CHR,5.0,0,0
PAL1920,2020-01-25,,CHR,6.0,0,0
PAL1920,2020-01-25,,CHR,7.0,21,20
PAL1920,2020-01-25,,CHR,7.1,0,0
PAL1920,2020-01-25,,CHR,7.2,0,0
PAL1920,2020-01-25,,CHR,8.0,0,0
PAL1920,2020-01-25,,CHR,9.1,0,0
PAL1920,2020-01-25,,CHR,9.2,0,0
PAL1920,2020-01-25,,CHR,10.0,0,0
PAL1920,2020-01-25,,COR,1.0,0,0
PAL1920,2020-01-25,,COR,2.0,9,0
PAL1920,2020-01-25,,COR,3.0,8,1
PAL1920,2020-01-25,,COR,4.0,0,0
PAL1920,2020-01-25,,COR,5.0,0,0
PAL1920,2020-01-25,,COR,5.1,7,1
PAL1920,2020-01-25,,COR,6.0,0,0
PAL1920,2020-01-25,,TOR,1.0,0,0
PAL1920,2020-01-25,,TOR,2.0,0,0
PAL1920,2020-01-25,,TOR,3.0,0,0
PAL1920,2020-01-25,,TOR,4.0,0,0
PAL1920,2020-01-25,,TOR,5.0,0,0
PAL1920,2020-01-25,,TOR,12.0,0,0
PAL1920,2020-01-25,,TOR,13.0,0,0
PAL1920,2020-01-26,,TOR,15.0,0,0
PAL1920,2020-01-26,,TOR,17.0,0,0
PAL1920,2020-01-26,,TOR,18.0,0,0
PAL1920,2020-01-26,,TOR,19.0,0,0
PAL1920,2020-01-26,,TOR,20.0,0,0
PAL1920,2020-01-26,,TOR,21.0,0,0
PAL1920,2020-01-26,,TOR,22.0,0,0
PAL1920,2020-01-26,,TOR,23.0,0,0
PAL1920,2020-01-26,,TOR,23.1,0,0
